fiber_type,resin_type,density_g_cm3,layer_count,curing_temperature_c,fiber_volume_fraction,void_content_pct,tensile_strength_mpa
Basalt,Vinyl Ester,1.67,6,64.5,0.47,0.9,865.8
Basalt,Vinyl Ester,2.11,17,109.5,0.36,1.45,1399.7
Aramid,Phenolic,1.89,18,104.0,0.36,2.9,1341.7
Basalt,Polyester,1.92,9,152.8,0.49,1.78,1104.2
Carbon,Vinyl Ester,1.71,8,111.2,0.68,1.46,2137.9
Basalt,Polyester,1.51,8,124.0,0.41,1.64,944.9
Glass,Vinyl Ester,1.83,20,151.1,0.58,3.34,1121.7
Carbon,Epoxy,1.67,7,141.1,0.58,2.02,2226.2
Basalt,Phenolic,2.18,9,74.2,0.59,2.93,912.0
Aramid,Phenolic,2.05,24,129.3,0.39,1.78,1913.2
Glass,Epoxy,2.08,20,104.7,0.52,2.96,1230.1
Glass,Vinyl Ester,2.0,19,124.3,0.64,2.17,1282.1
Carbon,Vinyl Ester,1.59,15,154.0,0.51,1.13,2866.4
Basalt,Epoxy,1.48,10,62.3,0.55,1.44,1381.4
Aramid,Polyester,1.41,10,152.5,0.53,0.8,1645.7
Carbon,Vinyl Ester,1.44,13,139.7,0.51,2.25,2319.2
Carbon,Phenolic,1.45,11,125.6,0.67,2.84,1966.8
Basalt,Vinyl Ester,1.59,11,100.4,0.4,0.56,1284.7
Aramid,Polyester,1.59,11,121.1,0.37,1.53,1314.3
Carbon,Vinyl Ester,1.96,13,139.2,0.64,0.96,2827.2
Glass,Vinyl Ester,1.78,20,112.2,0.37,1.03,1228.3
Basalt,Vinyl Ester,2.15,24,94.5,0.42,3.37,1230.5
Aramid,Vinyl Ester,1.74,15,153.7,0.61,3.0,1752.9
Glass,Epoxy,1.92,17,129.8,0.67,1.24,1665.1
Glass,Vinyl Ester,1.93,12,140.8,0.56,1.47,1125.1
Glass,Phenolic,1.42,19,86.0,0.42,1.92,989.0
Carbon,Phenolic,1.81,12,133.3,0.4,1.76,2019.2
Carbon,Vinyl Ester,2.04,9,112.0,0.55,0.81,2265.6
Basalt,Phenolic,1.54,11,71.4,0.59,2.67,1022.8
Glass,Phenolic,2.05,24,100.6,0.69,1.24,1393.1
Aramid,Epoxy,1.55,23,89.2,0.46,2.05,2110.6
Aramid,Epoxy,1.54,19,83.2,0.63,0.66,2594.8
Glass,Vinyl Ester,2.2,10,95.6,0.56,1.2,931.9
Carbon,Epoxy,2.1,21,83.1,0.5,2.1,2857.0
Basalt,Vinyl Ester,2.09,15,93.3,0.65,3.08,1260.0
Carbon,Phenolic,1.68,21,122.6,0.47,1.43,2653.9
Basalt,Polyester,1.72,15,88.8,0.6,3.15,1041.0
Basalt,Epoxy,1.71,21,126.5,0.42,1.68,1938.5
Aramid,Vinyl Ester,1.96,20,98.7,0.45,1.7,1815.4
Basalt,Epoxy,1.55,7,106.7,0.64,2.6,1164.5
Glass,Epoxy,2.17,8,111.9,0.41,3.43,780.8
Glass,Epoxy,2.19,11,94.5,0.46,2.17,988.7
Carbon,Polyester,1.43,12,105.2,0.66,3.27,1728.1
Carbon,Epoxy,2.2,11,106.3,0.51,1.06,2650.7
Aramid,Epoxy,1.41,12,136.3,0.5,2.73,1785.1
Glass,Epoxy,1.96,9,130.5,0.38,1.5,1054.0
Aramid,Epoxy,1.46,13,134.9,0.57,2.52,1946.8
Basalt,Polyester,1.7,12,149.5,0.44,1.19,1297.6
Aramid,Polyester,2.12,7,88.7,0.52,1.03,1212.6
Carbon,Vinyl Ester,2.03,20,145.4,0.68,2.2,3050.4
Carbon,Epoxy,2.12,10,155.9,0.5,1.28,2840.7
Aramid,Vinyl Ester,2.05,11,115.8,0.64,1.15,1824.4
Aramid,Phenolic,2.17,10,124.6,0.6,3.04,1322.6
Glass,Vinyl Ester,1.94,11,116.3,0.61,2.09,974.9
Basalt,Epoxy,2.08,21,143.8,0.42,1.68,1960.0
Glass,Vinyl Ester,1.93,11,63.0,0.6,2.01,839.2
Aramid,Phenolic,2.04,12,110.5,0.46,1.37,1510.2
Aramid,Phenolic,1.87,16,130.2,0.54,2.64,1625.4
Glass,Polyester,1.88,16,76.6,0.65,3.05,814.5
Glass,Vinyl Ester,1.63,21,102.2,0.47,2.36,1083.5
Glass,Vinyl Ester,1.87,15,134.3,0.44,1.61,1114.4
Carbon,Phenolic,1.68,24,140.9,0.38,1.0,2862.5
Glass,Phenolic,2.18,13,159.2,0.69,0.95,1327.8
Glass,Epoxy,1.72,10,70.1,0.59,1.71,1049.6
Glass,Epoxy,1.44,8,96.0,0.63,2.87,885.3
Glass,Polyester,1.71,21,154.9,0.35,0.52,1226.7
Glass,Epoxy,2.17,6,88.9,0.64,1.66,874.1
Glass,Vinyl Ester,2.04,7,80.5,0.57,0.81,824.3
Aramid,Vinyl Ester,2.18,7,63.7,0.43,2.35,936.5
Glass,Polyester,1.7,10,154.3,0.56,2.19,922.0
Carbon,Phenolic,1.79,18,73.2,0.45,2.38,1989.7
Aramid,Phenolic,2.17,15,146.9,0.37,1.46,1707.2
Carbon,Polyester,2.15,24,62.8,0.45,1.24,2310.8
Aramid,Phenolic,2.1,10,109.1,0.62,0.79,1691.3
Carbon,Vinyl Ester,1.67,8,132.0,0.55,2.67,1688.0
Glass,Polyester,2.17,18,127.9,0.56,1.7,1114.2
Aramid,Polyester,1.78,16,140.2,0.55,2.07,1716.7
Glass,Epoxy,2.13,7,147.2,0.42,1.94,945.4
Carbon,Polyester,1.57,17,82.1,0.69,1.23,2501.3
Aramid,Epoxy,1.54,11,101.1,0.44,1.24,1844.5
Basalt,Polyester,2.19,16,151.4,0.51,2.03,1382.2
Glass,Epoxy,1.45,16,143.8,0.67,2.29,1468.4
Glass,Polyester,1.79,20,75.8,0.63,0.56,1199.1
Basalt,Phenolic,1.59,22,156.8,0.6,2.58,1616.1
Basalt,Phenolic,1.63,10,114.6,0.38,2.65,949.5
Basalt,Phenolic,2.0,24,100.1,0.63,1.3,1788.3
Glass,Polyester,1.89,16,81.2,0.47,1.94,895.1
Aramid,Phenolic,2.04,22,148.5,0.45,2.96,1716.4
Carbon,Phenolic,1.77,13,152.6,0.45,1.77,2251.1
Basalt,Phenolic,1.49,15,149.0,0.62,3.19,1313.6
Basalt,Phenolic,1.52,13,60.9,0.5,0.56,1258.7
Glass,Epoxy,1.73,18,120.3,0.41,0.63,1544.9
Basalt,Epoxy,1.41,10,128.1,0.43,1.48,1448.5
Aramid,Polyester,2.08,14,139.9,0.51,3.46,1261.5
Aramid,Polyester,1.7,8,147.5,0.6,0.55,1553.1
Aramid,Vinyl Ester,1.81,6,152.3,0.51,1.4,1345.0
Glass,Phenolic,2.13,13,130.0,0.44,2.54,828.9
Aramid,Vinyl Ester,1.8,18,83.2,0.47,2.09,1670.8
Glass,Phenolic,1.47,6,95.9,0.7,3.42,613.9
Basalt,Phenolic,1.87,18,160.0,0.35,0.92,1578.2
Carbon,Polyester,2.02,21,129.5,0.48,2.05,2386.5
Carbon,Vinyl Ester,1.42,22,96.7,0.64,2.86,2462.2
Glass,Vinyl Ester,2.08,16,108.4,0.37,2.11,913.0
Aramid,Polyester,2.02,23,144.4,0.54,2.97,1730.1
Glass,Polyester,1.98,16,158.2,0.52,1.74,1145.3
Carbon,Polyester,1.59,16,155.8,0.44,0.79,2591.6
Glass,Polyester,2.11,23,113.2,0.46,1.38,1183.1
Glass,Polyester,1.8,15,115.5,0.56,1.79,1011.0
Basalt,Vinyl Ester,1.94,17,80.9,0.4,3.32,1056.0
Carbon,Phenolic,1.84,14,101.5,0.62,0.97,2516.7
Carbon,Polyester,1.54,6,124.9,0.65,3.01,1356.5
Aramid,Phenolic,1.43,8,124.0,0.56,1.24,1430.2
Carbon,Epoxy,2.17,12,138.6,0.5,2.14,2620.1
Basalt,Phenolic,1.8,18,64.8,0.59,3.19,1105.2
Carbon,Epoxy,1.81,24,105.1,0.49,2.64,2925.9
Basalt,Vinyl Ester,1.45,14,142.7,0.6,2.98,1335.5
Glass,Phenolic,2.01,18,116.8,0.45,3.25,921.5
Carbon,Polyester,1.4,15,71.5,0.55,1.19,2114.1
Glass,Polyester,1.82,23,151.2,0.36,1.78,1125.5
Basalt,Phenolic,1.6,17,96.7,0.64,1.5,1504.5
Basalt,Epoxy,1.57,19,146.4,0.57,3.32,1681.4
Glass,Epoxy,1.86,7,138.7,0.44,2.81,859.2
Glass,Vinyl Ester,1.52,15,129.0,0.48,1.27,1178.2
Carbon,Epoxy,1.65,23,73.3,0.53,1.44,3194.3
Basalt,Vinyl Ester,2.15,10,87.1,0.56,2.1,1147.6
Basalt,Polyester,1.88,17,139.8,0.36,2.36,1218.9
Glass,Phenolic,2.06,13,150.3,0.43,2.59,859.7
Carbon,Vinyl Ester,1.5,23,103.0,0.41,3.32,2048.5
Aramid,Phenolic,1.46,8,119.6,0.43,1.03,1346.9
Basalt,Vinyl Ester,1.69,21,76.4,0.46,1.99,1374.5
Carbon,Vinyl Ester,1.42,8,128.0,0.55,2.39,1827.2
Glass,Phenolic,1.88,18,98.4,0.66,2.99,981.3
Basalt,Epoxy,1.76,14,147.3,0.64,2.06,1858.6
Basalt,Polyester,2.17,22,104.5,0.49,0.53,1602.4
Glass,Phenolic,1.68,7,126.0,0.62,2.41,775.6
Aramid,Polyester,1.59,18,82.7,0.41,1.25,1541.0
Glass,Phenolic,1.62,15,70.9,0.37,1.17,919.3
Basalt,Vinyl Ester,1.89,12,76.9,0.52,0.9,1308.5
Aramid,Vinyl Ester,1.64,21,125.8,0.54,2.15,1946.6
Carbon,Vinyl Ester,1.78,17,115.4,0.39,2.87,1998.6
Glass,Phenolic,1.98,19,98.0,0.37,2.4,916.2
Carbon,Epoxy,1.55,20,104.7,0.54,2.93,2740.5
Carbon,Vinyl Ester,1.96,19,66.8,0.61,1.63,2478.6
Basalt,Epoxy,1.63,17,139.1,0.64,1.37,2114.7
Basalt,Epoxy,1.85,11,129.7,0.4,3.32,1159.8
Aramid,Phenolic,2.02,10,154.3,0.5,0.88,1700.2
Basalt,Phenolic,1.52,19,147.4,0.51,2.12,1508.4
Aramid,Polyester,1.41,13,116.6,0.69,2.02,1577.5
Basalt,Phenolic,1.97,13,64.8,0.51,2.33,1067.5
Carbon,Phenolic,2.12,11,144.9,0.44,1.8,2055.7
Glass,Vinyl Ester,1.49,18,73.2,0.67,3.1,983.2
Carbon,Phenolic,1.45,7,138.3,0.58,2.71,1614.3
Basalt,Epoxy,2.02,20,94.0,0.7,3.18,1678.0
Aramid,Epoxy,1.91,18,104.7,0.61,1.98,2253.2
Basalt,Polyester,1.87,13,75.9,0.37,2.1,946.9
Carbon,Vinyl Ester,1.66,12,73.3,0.58,1.45,2187.2
Glass,Epoxy,2.17,22,148.7,0.44,1.83,1567.9
Carbon,Polyester,1.74,24,127.1,0.63,2.78,2497.8
Aramid,Vinyl Ester,1.97,19,101.4,0.65,2.68,1872.7
Aramid,Epoxy,1.54,12,138.8,0.48,0.95,2239.0
Aramid,Phenolic,2.04,9,124.5,0.4,0.68,1427.5
Aramid,Vinyl Ester,1.45,7,153.9,0.43,1.62,1311.5
Aramid,Phenolic,1.77,13,155.8,0.63,1.39,1968.9
Aramid,Polyester,2.17,18,77.3,0.57,0.63,1839.1
Glass,Phenolic,1.66,7,146.6,0.59,1.89,799.9
Carbon,Epoxy,1.96,12,93.3,0.51,0.87,2737.6
Carbon,Phenolic,1.43,15,149.6,0.59,1.01,2818.2
Glass,Polyester,1.8,19,152.9,0.64,0.62,1426.4
Glass,Epoxy,1.53,19,88.2,0.69,1.53,1609.5
Carbon,Epoxy,1.8,19,74.8,0.61,2.77,2706.3
Carbon,Vinyl Ester,2.1,22,108.5,0.52,1.34,2877.1
Carbon,Epoxy,1.61,24,96.8,0.38,3.11,2482.9
Glass,Vinyl Ester,1.79,13,143.9,0.62,2.79,1035.6
Basalt,Phenolic,1.54,18,117.8,0.46,2.84,1199.3
Basalt,Epoxy,1.96,9,129.8,0.36,2.94,1101.8
Aramid,Vinyl Ester,1.49,6,147.9,0.6,1.0,1473.3
Aramid,Polyester,2.01,14,79.1,0.54,2.24,1370.0
Carbon,Epoxy,1.77,14,79.1,0.37,0.71,2616.6
Carbon,Epoxy,1.88,14,137.3,0.68,2.49,3023.2
Aramid,Epoxy,1.89,18,120.7,0.44,2.7,1936.8
Basalt,Vinyl Ester,1.4,19,63.7,0.41,2.62,1213.7
Aramid,Polyester,1.9,21,83.8,0.45,3.14,1333.9
Carbon,Vinyl Ester,1.47,6,82.7,0.61,1.22,1596.1
Aramid,Polyester,2.1,13,68.0,0.37,1.76,1257.1
Glass,Vinyl Ester,1.67,21,134.4,0.48,2.38,1184.5
Basalt,Polyester,1.86,9,107.1,0.45,2.37,892.1
Basalt,Phenolic,1.42,12,78.3,0.37,2.36,958.7
Glass,Epoxy,2.0,15,141.8,0.47,2.94,1149.9
Carbon,Vinyl Ester,1.8,18,103.4,0.66,1.06,2960.6
Basalt,Epoxy,1.97,19,93.7,0.36,0.65,1811.6
Aramid,Vinyl Ester,1.45,13,137.7,0.49,1.56,1754.9
Basalt,Vinyl Ester,2.16,21,101.8,0.53,0.94,1758.7
Glass,Vinyl Ester,1.96,14,74.3,0.51,2.7,833.1
Aramid,Phenolic,2.0,7,137.5,0.55,2.31,1234.7
Glass,Epoxy,2.1,22,140.5,0.62,3.45,1330.7
Aramid,Polyester,1.45,12,109.7,0.45,2.01,1344.6
Basalt,Phenolic,1.77,14,101.2,0.46,2.28,1205.4
Glass,Epoxy,1.85,12,99.1,0.5,0.8,1334.9
Aramid,Phenolic,1.54,22,127.1,0.46,1.97,1834.8
Glass,Phenolic,2.1,16,99.4,0.59,1.95,1071.4
Aramid,Vinyl Ester,2.13,13,82.8,0.48,2.6,1311.7
Glass,Phenolic,1.44,16,119.0,0.65,1.17,1259.7
Glass,Vinyl Ester,2.1,7,150.8,0.38,1.42,819.4
Basalt,Phenolic,1.76,9,66.4,0.42,2.43,850.0
Carbon,Vinyl Ester,2.06,21,119.4,0.69,2.37,2853.3
Aramid,Phenolic,2.13,10,133.2,0.54,3.41,1198.2
Carbon,Vinyl Ester,2.14,14,68.1,0.5,0.5,2407.5
Basalt,Polyester,1.83,16,142.9,0.53,2.29,1346.2
Basalt,Polyester,1.96,9,97.2,0.59,0.7,1214.7
Basalt,Polyester,1.63,15,113.4,0.49,3.19,1118.1
Glass,Polyester,1.82,13,145.2,0.47,1.53,1001.0
Glass,Vinyl Ester,1.72,17,97.8,0.61,1.02,1263.5
Carbon,Vinyl Ester,1.94,8,61.3,0.66,3.32,1488.4
Glass,Phenolic,1.98,20,158.2,0.46,2.84,1082.5
Basalt,Polyester,1.73,12,65.7,0.4,1.08,1046.1
Basalt,Phenolic,1.95,18,144.3,0.54,1.85,1533.4
Basalt,Polyester,1.42,21,148.5,0.38,0.57,1614.8
Carbon,Vinyl Ester,1.49,17,89.5,0.65,0.95,2895.5
Carbon,Vinyl Ester,1.71,20,121.9,0.39,2.98,2127.6
Basalt,Polyester,1.61,13,148.5,0.48,1.23,1298.8
Carbon,Vinyl Ester,1.48,24,142.7,0.49,3.4,2375.1
Carbon,Vinyl Ester,1.69,19,128.5,0.46,3.28,2153.4
Aramid,Vinyl Ester,1.54,13,124.6,0.55,2.41,1569.5
Basalt,Phenolic,1.46,24,64.3,0.59,2.22,1415.9
Glass,Polyester,1.82,7,154.4,0.6,3.24,742.2
Glass,Phenolic,1.61,14,115.9,0.49,1.73,983.7
Basalt,Epoxy,1.97,16,120.9,0.62,2.92,1627.7
Basalt,Vinyl Ester,1.53,18,131.4,0.6,1.42,1714.2
Basalt,Polyester,2.13,19,99.2,0.69,3.33,1185.7
Glass,Vinyl Ester,1.44,7,123.6,0.6,2.43,805.7
Aramid,Epoxy,1.61,12,141.4,0.46,1.59,2043.9
Carbon,Phenolic,1.43,6,126.5,0.46,1.07,1617.8
Glass,Vinyl Ester,1.63,6,158.4,0.37,2.46,689.8
Aramid,Vinyl Ester,1.47,12,111.3,0.5,2.47,1411.0
Aramid,Polyester,2.02,17,102.7,0.52,1.77,1628.4
Basalt,Vinyl Ester,1.52,14,112.1,0.44,0.91,1465.1
Carbon,Epoxy,2.17,10,159.1,0.48,2.96,2295.8
Carbon,Vinyl Ester,1.55,6,105.2,0.57,3.34,1316.7
Aramid,Polyester,2.08,8,110.1,0.69,0.57,1567.6
Basalt,Vinyl Ester,1.62,17,90.7,0.46,1.7,1372.4
Glass,Polyester,1.41,12,153.9,0.68,2.09,1073.5
Aramid,Polyester,2.04,6,67.9,0.44,2.77,720.6
Carbon,Phenolic,1.64,24,143.0,0.48,0.51,3223.9
Aramid,Polyester,2.14,7,115.2,0.44,1.76,1066.3
Glass,Epoxy,1.61,20,65.4,0.38,2.59,1077.1
Carbon,Polyester,1.61,14,146.9,0.42,2.24,1961.4
Aramid,Phenolic,1.94,12,117.2,0.52,1.87,1537.6
Aramid,Epoxy,1.55,14,143.0,0.67,2.38,2249.6
Basalt,Polyester,2.11,15,138.4,0.53,1.57,1428.2
Glass,Phenolic,1.69,14,100.4,0.64,1.16,1191.8
Carbon,Phenolic,2.1,12,140.9,0.57,2.85,2031.2
Basalt,Vinyl Ester,1.46,10,117.5,0.51,1.79,1185.7
Aramid,Polyester,1.96,15,89.5,0.65,1.71,1639.8
Aramid,Phenolic,1.55,15,74.6,0.69,2.97,1405.5
Basalt,Vinyl Ester,1.65,7,95.3,0.37,0.69,1030.0
Basalt,Vinyl Ester,2.11,12,138.6,0.48,0.96,1468.8
Glass,Vinyl Ester,1.48,22,125.3,0.7,1.9,1450.6
Carbon,Polyester,2.13,14,88.9,0.39,2.83,1570.7
Carbon,Vinyl Ester,1.81,24,72.5,0.45,3.29,2007.0
Carbon,Polyester,1.56,10,132.3,0.38,2.03,1715.9
Glass,Phenolic,1.56,22,134.1,0.69,2.37,1313.4
Carbon,Phenolic,1.86,17,124.5,0.39,3.46,1773.0
Aramid,Phenolic,1.51,6,79.6,0.67,2.92,1048.1
Glass,Polyester,1.59,21,84.1,0.48,1.76,1004.8
Basalt,Vinyl Ester,1.85,9,154.4,0.62,1.59,1372.8
Carbon,Epoxy,1.88,15,92.1,0.42,1.26,2740.9
Aramid,Phenolic,1.4,15,97.1,0.47,1.72,1541.9
Glass,Epoxy,1.41,6,121.5,0.64,1.02,1037.2
Glass,Vinyl Ester,2.17,6,140.1,0.41,2.69,619.8
Basalt,Epoxy,1.44,11,124.6,0.57,1.39,1666.9
Basalt,Epoxy,1.95,17,93.2,0.39,2.53,1375.4
Aramid,Epoxy,1.67,9,115.0,0.53,2.82,1467.5
Aramid,Polyester,1.62,6,109.0,0.39,3.38,780.3
Aramid,Epoxy,1.93,20,126.6,0.68,3.16,2222.6
Aramid,Polyester,1.98,14,141.7,0.53,2.01,1612.9
Glass,Vinyl Ester,1.42,20,115.5,0.62,3.35,1028.2
Aramid,Polyester,1.48,24,147.0,0.56,2.25,1934.8
Glass,Epoxy,1.46,15,128.4,0.52,2.12,1336.6
Glass,Phenolic,1.65,21,114.9,0.36,2.51,946.4
Aramid,Epoxy,1.8,6,145.2,0.41,3.29,1131.3
Glass,Polyester,2.09,23,81.6,0.65,2.29,1072.7
Basalt,Phenolic,1.85,12,122.2,0.65,2.52,1234.4
Glass,Phenolic,1.91,17,90.6,0.56,2.81,868.1
Basalt,Epoxy,2.14,16,155.8,0.68,3.4,1703.0
Carbon,Epoxy,1.98,16,126.1,0.5,1.56,3094.1
Glass,Phenolic,2.17,10,92.8,0.59,2.67,765.4
Aramid,Phenolic,2.01,22,103.2,0.38,3.16,1417.0
Basalt,Polyester,2.14,19,114.3,0.66,1.89,1470.8
Carbon,Polyester,1.83,17,71.1,0.68,0.96,2519.8
Glass,Vinyl Ester,1.8,22,104.3,0.38,1.86,1061.1
Glass,Epoxy,2.06,23,90.0,0.55,0.98,1669.2
Basalt,Epoxy,1.84,8,98.8,0.49,1.37,1269.8
Basalt,Vinyl Ester,2.19,24,76.1,0.7,0.82,1891.8
Glass,Vinyl Ester,1.82,15,65.8,0.7,3.44,830.1
Glass,Phenolic,1.45,21,82.0,0.61,1.59,1184.4
Aramid,Epoxy,1.97,9,130.1,0.69,2.72,1798.3
Glass,Polyester,2.11,9,109.0,0.46,2.8,677.2
Carbon,Vinyl Ester,1.66,10,101.2,0.49,3.01,1699.1
Glass,Epoxy,1.9,23,159.8,0.63,2.4,1636.1
Carbon,Vinyl Ester,1.58,16,77.7,0.66,1.56,2508.9
Carbon,Phenolic,1.94,12,91.5,0.48,2.91,1667.7
Glass,Epoxy,1.83,10,61.2,0.6,1.75,1044.6
Basalt,Phenolic,2.19,16,67.4,0.47,1.55,1290.4
Basalt,Epoxy,1.99,17,112.1,0.47,2.59,1642.1
Aramid,Polyester,2.14,23,82.6,0.61,1.12,1950.8
Glass,Vinyl Ester,1.64,15,131.7,0.64,1.69,1234.0
Aramid,Polyester,1.67,9,138.5,0.45,2.67,1189.9
Basalt,Epoxy,2.01,20,132.1,0.52,2.9,1685.5
Aramid,Epoxy,1.5,10,89.5,0.37,3.29,1269.2
Glass,Phenolic,1.66,22,98.0,0.46,1.46,1173.8
Aramid,Polyester,1.9,22,129.7,0.66,2.74,1802.9
Basalt,Phenolic,2.16,18,82.0,0.37,2.79,1107.3
Carbon,Phenolic,2.04,22,149.3,0.4,1.03,2860.9
Aramid,Polyester,2.01,22,105.1,0.51,1.14,1895.4
Carbon,Phenolic,1.51,9,94.8,0.54,2.39,1592.6
Aramid,Phenolic,1.69,20,93.3,0.64,3.47,1521.1
Carbon,Polyester,1.76,14,113.4,0.45,2.03,1955.8
Glass,Phenolic,1.51,6,154.9,0.51,1.7,781.9
Basalt,Epoxy,1.88,22,135.0,0.59,2.88,1893.7
Aramid,Polyester,1.5,9,82.7,0.42,1.35,1124.3
Aramid,Polyester,1.58,7,157.3,0.42,0.87,1289.0
Basalt,Epoxy,1.55,7,141.3,0.41,1.14,1282.5
Aramid,Vinyl Ester,1.66,11,91.9,0.36,2.3,1262.0
Glass,Vinyl Ester,2.01,18,94.3,0.49,2.27,1050.7
Glass,Epoxy,2.05,13,99.3,0.55,1.63,1315.5
Carbon,Vinyl Ester,2.2,17,118.3,0.6,2.69,2425.4
Glass,Polyester,1.84,13,145.7,0.5,2.89,880.4
Basalt,Vinyl Ester,2.14,17,113.5,0.53,1.64,1530.4
Basalt,Polyester,1.55,23,152.1,0.36,1.74,1482.0
Aramid,Polyester,1.69,10,104.4,0.48,0.54,1471.0
Basalt,Epoxy,1.99,17,91.3,0.52,1.29,1818.8
Aramid,Epoxy,1.63,17,96.1,0.47,1.31,2185.0
Carbon,Vinyl Ester,1.72,24,101.6,0.41,2.03,2518.8
Aramid,Phenolic,1.47,22,141.2,0.47,2.78,1677.1
Basalt,Vinyl Ester,2.16,15,126.9,0.63,2.74,1414.5
Carbon,Phenolic,1.77,19,122.0,0.38,0.65,2643.3
Glass,Vinyl Ester,1.4,15,61.7,0.45,2.56,831.5
Basalt,Phenolic,2.04,14,89.2,0.68,2.74,1173.6
Basalt,Phenolic,1.99,17,80.2,0.42,3.2,1024.7
Carbon,Phenolic,2.04,12,87.1,0.56,0.93,2230.1
Glass,Phenolic,1.83,7,72.1,0.4,2.67,556.2
Basalt,Epoxy,1.67,11,89.6,0.45,2.39,1259.0
Aramid,Phenolic,1.55,19,78.8,0.64,2.91,1544.8
Carbon,Epoxy,1.46,12,104.9,0.56,0.61,3076.8
Carbon,Polyester,1.47,14,123.0,0.38,2.25,1832.2
Basalt,Epoxy,1.49,20,87.8,0.63,1.09,2108.6
Carbon,Polyester,2.19,12,62.1,0.5,1.58,1840.0
Aramid,Phenolic,1.61,24,155.2,0.51,0.84,2383.4
Aramid,Epoxy,1.41,6,147.5,0.64,1.72,1629.0
Carbon,Phenolic,1.77,10,60.4,0.61,1.58,1852.9
Aramid,Epoxy,2.1,19,154.8,0.45,2.95,2018.0
Glass,Polyester,1.46,13,99.1,0.5,2.33,808.6
Carbon,Polyester,1.43,8,155.7,0.59,0.75,2137.0
Basalt,Epoxy,1.84,10,83.8,0.62,1.54,1535.7
Glass,Phenolic,1.83,8,89.8,0.53,1.26,811.9
Glass,Phenolic,1.71,9,146.3,0.39,3.24,658.8
Carbon,Phenolic,1.55,23,112.4,0.68,3.23,2380.9
Basalt,Polyester,1.55,23,130.4,0.44,1.07,1625.5
Glass,Epoxy,1.83,9,133.6,0.43,1.97,1065.4
Aramid,Vinyl Ester,2.05,12,80.9,0.52,1.07,1599.7
Glass,Vinyl Ester,2.0,20,61.5,0.59,2.95,994.4
Carbon,Phenolic,1.52,9,154.5,0.46,0.73,2187.4
Basalt,Polyester,1.82,15,72.2,0.54,2.23,1082.2
Basalt,Polyester,1.74,8,129.2,0.67,3.17,901.0
Aramid,Polyester,1.63,11,122.1,0.5,3.13,1157.9
Glass,Polyester,2.1,23,121.9,0.68,1.71,1280.6
Basalt,Phenolic,1.95,22,62.5,0.37,2.64,1101.5
Glass,Phenolic,1.48,14,120.8,0.38,3.42,739.7
Aramid,Polyester,1.81,9,86.8,0.37,1.77,1105.0
Basalt,Epoxy,1.72,9,114.5,0.55,2.78,1269.2
Aramid,Epoxy,1.4,20,98.7,0.65,2.43,2284.0
Basalt,Polyester,1.65,7,71.6,0.38,2.61,676.7
Aramid,Vinyl Ester,2.14,15,146.4,0.48,3.28,1476.6
Glass,Epoxy,2.11,6,127.0,0.51,1.02,1000.1
Glass,Vinyl Ester,2.1,12,104.0,0.65,2.97,914.3
Glass,Phenolic,2.07,10,152.9,0.46,2.58,808.0
Carbon,Phenolic,1.65,24,111.1,0.41,1.02,2737.2
Aramid,Vinyl Ester,1.42,15,143.5,0.59,1.89,1933.3
Carbon,Epoxy,1.63,16,136.1,0.53,2.88,2687.7
Aramid,Epoxy,1.89,20,96.3,0.64,2.71,2135.4
Glass,Vinyl Ester,1.69,18,97.5,0.42,2.92,910.8
Aramid,Vinyl Ester,2.19,22,109.0,0.59,2.5,1880.4
Carbon,Vinyl Ester,1.44,13,124.5,0.52,3.18,1926.1
Basalt,Vinyl Ester,2.03,13,66.5,0.62,2.65,1131.8
Basalt,Vinyl Ester,2.17,21,118.5,0.41,0.73,1693.7
Carbon,Polyester,1.83,24,139.1,0.51,1.98,2598.3
Carbon,Polyester,2.07,16,78.8,0.53,0.82,2316.3
Glass,Polyester,1.65,21,113.2,0.48,0.95,1219.1
Basalt,Vinyl Ester,1.89,19,136.3,0.41,1.25,1573.6
Glass,Vinyl Ester,2.19,21,133.7,0.62,3.3,1079.6
Basalt,Epoxy,2.19,16,110.2,0.38,2.87,1354.7
Carbon,Phenolic,2.13,8,82.5,0.36,1.18,1578.0
Aramid,Epoxy,1.57,23,126.1,0.38,2.29,2132.0
Aramid,Polyester,1.46,9,70.6,0.52,2.7,990.5
Carbon,Vinyl Ester,1.64,6,110.2,0.4,1.61,1548.9
Carbon,Phenolic,1.59,12,143.9,0.43,2.48,1924.4
Aramid,Polyester,1.91,15,61.0,0.69,2.85,1333.7
Basalt,Vinyl Ester,2.01,14,79.9,0.55,3.24,1063.8
Aramid,Polyester,1.54,19,145.6,0.41,2.98,1458.7
Glass,Vinyl Ester,2.07,22,136.3,0.44,2.64,1117.9
Basalt,Vinyl Ester,1.69,20,139.1,0.51,1.5,1694.6
Basalt,Phenolic,1.91,23,141.3,0.69,1.18,1985.4
Carbon,Phenolic,1.64,13,140.8,0.61,0.85,2706.1
Basalt,Polyester,1.9,24,112.3,0.61,3.14,1277.0
Carbon,Polyester,1.96,21,108.6,0.42,3.13,1881.1
Basalt,Vinyl Ester,1.51,14,114.2,0.51,1.69,1397.3
Carbon,Vinyl Ester,1.61,7,106.5,0.41,1.27,1687.8
Basalt,Polyester,2.18,23,88.0,0.48,1.72,1368.2
